Student ID   Student Name          Program Name                                             Module Name                                       Grades  Finishing Date  Needs to Repeat Class  
S0000000133   Jaxon Butler          MSc in Data Analytics                                    Web Analytics and Social Media Analytics          71      2023-02-05      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Advanced Algorithms and Data Structures           88      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Advanced Programming Paradigms                    93      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Artificial Intelligence and Machine Learning      55      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Bioinformatics and Computational Biology          68      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Computer Graphics and Visualization               72      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Cybersecurity and Information Assurance           67      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Distributed Systems and Cloud Computing           96      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 High-Performance Computing                        74      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Natural Language Processing                       61      2024-01-19      N                     
S0000000134   Arianna Diaz          Level 8 Computer Science                                 Quantum Computing                                 93      2024-01-19      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Cloud Security                                    91      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Cryptography and Encryption                       87      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Cyber Threat Intelligence                         81      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Cybersecurity Fundamentals                        98      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Identity and Access Management                    42      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Incident Response and Forensics                   93      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Mobile Security                                   74      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Network Security                                  64      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Secure Software Development                       74      2022-11-29      N                     
S0000000135   Cole Bennett          Master of Science in Cybersecurity                       Web and Application Security                      56      2022-11-29      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Cryptography and Encryption                       65      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Ethical Hacking and Penetration Testing           56      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Firewall Management and Configuration             60      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Intrusion Detection and Prevention Systems        55      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Network Fundamentals                              69      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Network Routing and Switching                     95      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Network Security Principles                       83      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           75      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   81      2022-10-30      N                     
S0000000136   Madelyn Barnes        level 7 Diploma in Networking & Systems Security         Wireless Network Security                         97      2022-10-30      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     84      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Agile Software Development                        96      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Cloud Computing                                   75      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Database Systems                                  88      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Mobile Application Development                    54      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       81      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Project Management for Software Development       40      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            78      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         67      2024-07-13      N                     
S0000000137   Owen Bell             Level 7 Diploma in Applied Software Development          Web Development Technologies                      90      2024-07-13      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             50      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        90      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            99      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  65      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       83      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    76      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           68      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              96      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 50      2025-04-06      N                     
S0000000138   Clara Watson          Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       76      2025-04-06      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                40      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         61      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        50      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               86      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        76      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  83      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Predictive Modeling and Machine Learning          83      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Spatial Data Analysis                             69      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Text Analytics and Natural Language Processing    45      2025-05-21      N                     
S0000000139   Evan Griffin          level 8 Higher Diploma in Data Analytics for Business    Time Series Analysis and Forecasting              94      2025-05-21      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Advanced Machine Learning                         94      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        AI Ethics and Responsible AI                      93      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        AI for Robotics and Autonomous Systems            93      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Automated Planning and Scheduling                 76      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Computer Vision                                   87      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Deep Learning and Neural Networks                 85      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Generative Adversarial Networks (GANs)            71      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Knowledge Representation and Reasoning            58      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Natural Language Processing                       69      2023-08-15      N                     
S0000000140   Adeline Cox           level 8 Higher Diploma in Artificial Intelligence        Reinforcement Learning                            97      2023-08-15      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Advanced Programming Techniques                   57      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Artificial Intelligence and Machine Learning      94      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Computer Networks and Communication               82      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Cybersecurity and Information Assurance           35      2025-05-12      Y                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Data Analytics and Visualization                  62      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Database Systems and Management                   48      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Distributed Systems and Cloud Computing           91      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Mobile Application Development                    95      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Software Engineering Principles                   92      2025-05-12      N                     
S0000000141   Maxine Price          level 8 Higher Diploma in Computing                      Web Development and Technologies                  62      2025-05-12      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Advanced Data Analytics Algorithms                86      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Big Data Technologies and Platforms               49      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Data Mining Techniques                            85      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Data Visualization and Exploration                79      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Foundations of Data Analytics                     87      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Machine Learning and Predictive Modeling          76      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Statistical Methods for Data Analysis             63      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Text Analytics and Natural Language Processing    98      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Time Series Analysis and Forecasting              50      2025-02-27      N                     
S0000000142   Xander Foster         MSc in Data Analytics                                    Web Analytics and Social Media Analytics          65      2025-02-27      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Advanced Algorithms and Data Structures           67      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Advanced Programming Paradigms                    99      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Artificial Intelligence and Machine Learning      93      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Bioinformatics and Computational Biology          74      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Computer Graphics and Visualization               88      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Cybersecurity and Information Assurance           99      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Distributed Systems and Cloud Computing           61      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 High-Performance Computing                        65      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Natural Language Processing                       55      2025-05-19      N                     
S0000000143   Madeline Griffin      Level 8 Computer Science                                 Quantum Computing                                 93      2025-05-19      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Cloud Security                                    87      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Cryptography and Encryption                       74      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Cyber Threat Intelligence                         89      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Cybersecurity Fundamentals                        56      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Identity and Access Management                    93      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Incident Response and Forensics                   73      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Mobile Security                                   81      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Network Security                                  91      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Secure Software Development                       98      2024-05-15      N                     
S0000000144   Bennett Sullivan      Master of Science in Cybersecurity                       Web and Application Security                      90      2024-05-15      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Cryptography and Encryption                       58      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Ethical Hacking and Penetration Testing           75      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Firewall Management and Configuration             83      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Intrusion Detection and Prevention Systems        45      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Network Fundamentals                              55      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Network Routing and Switching                     60      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Network Security Principles                       81      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           99      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   65      2021-09-19      N                     
S0000000145   Clara Washington      level 7 Diploma in Networking & Systems Security         Wireless Network Security                         69      2021-09-19      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     75      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Agile Software Development                        90      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Cloud Computing                                   77      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Database Systems                                  48      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Mobile Application Development                    84      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       96      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Project Management for Software Development       78      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            89      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         88      2021-10-13      N                     
S0000000146   Carson Richardson     Level 7 Diploma in Applied Software Development          Web Development Technologies                      67      2021-10-13      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             95      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        65      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            83      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  99      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       71      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    50      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           76      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              76      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 90      2022-10-15      N                     
S0000000147   Alana Long            Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       96      2022-10-15      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                94      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         40      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        69      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               68      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        87      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  76      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Predictive Modeling and Machine Learning          45      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Spatial Data Analysis                             86      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Text Analytics and Natural Language Processing    50      2023-11-09      N                     
S0000000148   Landon Gonzales       level 8 Higher Diploma in Data Analytics for Business    Time Series Analysis and Forecasting              96      2023-11-09      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Advanced Machine Learning                         93      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        AI Ethics and Responsible AI                      64      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        AI for Robotics and Autonomous Systems            97      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Automated Planning and Scheduling                 87      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Computer Vision                                   42      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Deep Learning and Neural Networks                 58      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Generative Adversarial Networks (GANs)            94      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Knowledge Representation and Reasoning            69      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Natural Language Processing                       76      2024-07-16      N                     
S0000000149   Makayla Bryant        level 8 Higher Diploma in Artificial Intelligence        Reinforcement Learning                            47      2024-07-16      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Advanced Programming Techniques                   62      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Artificial Intelligence and Machine Learning      57      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Computer Networks and Communication               35      2023-03-06      Y                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Cybersecurity and Information Assurance           59      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Data Analytics and Visualization                  95      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Database Systems and Management                   95      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Distributed Systems and Cloud Computing           56      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Mobile Application Development                    91      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Software Engineering Principles                   62      2023-03-06      N                     
S0000000150   Julian Ross           level 8 Higher Diploma in Computing                      Web Development and Technologies                  48      2023-03-06      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Advanced Data Analytics Algorithms                81      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Big Data Technologies and Platforms               85      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Data Mining Techniques                            40      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Data Visualization and Exploration                87      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Foundations of Data Analytics                     86      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Machine Learning and Predictive Modeling          50      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Statistical Methods for Data Analysis             98      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Text Analytics and Natural Language Processing    76      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Time Series Analysis and Forecasting              85      2024-01-11      N                     
S0000000151   Addison Phillips      MSc in Data Analytics                                    Web Analytics and Social Media Analytics          75      2024-01-11      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Advanced Algorithms and Data Structures           99      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Advanced Programming Paradigms                    76      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Artificial Intelligence and Machine Learning      93      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Bioinformatics and Computational Biology          90      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Computer Graphics and Visualization               67      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Cybersecurity and Information Assurance           50      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Distributed Systems and Cloud Computing           55      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 High-Performance Computing                        72      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Natural Language Processing                       93      2022-11-23      N                     
S0000000152   Brooke Wood           Level 8 Computer Science                                 Quantum Computing                                 99      2022-11-23      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Cloud Security                                    74      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Cryptography and Encryption                       81      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Cyber Threat Intelligence                         83      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Cybersecurity Fundamentals                        90      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Identity and Access Management                    58      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Incident Response and Forensics                   74      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Mobile Security                                   89      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Network Security                                  87      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Secure Software Development                       56      2025-04-28      N                     
S0000000153   Dominic Martinez      Master of Science in Cybersecurity                       Web and Application Security                      83      2025-04-28      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Cryptography and Encryption                       93      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Ethical Hacking and Penetration Testing           92      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Firewall Management and Configuration             81      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Intrusion Detection and Prevention Systems        85      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Network Fundamentals                              45      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Network Routing and Switching                     83      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Network Security Principles                       65      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           97      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   58      2024-08-22      N                     
S0000000154   Lily Sullivan         level 7 Diploma in Networking & Systems Security         Wireless Network Security                         55      2024-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     77      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Agile Software Development                        67      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Cloud Computing                                   92      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Database Systems                                  82      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Mobile Application Development                    75      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       90      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Project Management for Software Development       82      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            54      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         48      2025-08-22      N                     
S0000000155   Grayson Turner        Level 7 Diploma in Applied Software Development          Web Development Technologies                      88      2025-08-22      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             63      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        99      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            71      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  83      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       65      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    95      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           50      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              68      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 65      2023-09-26      N                     
S0000000156   Brooklyn Morgan       Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       49      2023-09-26      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                96      2025-06-11      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         94      2025-06-11      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        86      2025-06-11      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               74      2025-06-11      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        61      2025-06-11      N                     
S0000000157   Tucker Allen          level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  65      2025-06-11      N                     
